Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
VR,11964,POLTIGLIA CAFFARO 20 GD,1700
VR,11991,,22
VR,11991,NEEMIK TEN,861
VR,11999,,15645
VR,11999,BUSSOLA WG NC,9290
VR,12020,,0.75
VR,12023,,2175
VR,12025,GERBATHIN 2 LG,2
VR,12037,,735
VR,12037,CAMIX,735
VR,12041,,553
VR,12041,MARTOS,37
VR,12043,,508
VR,12043,PREVICUR ENERGY,931
VR,12048,TIOSOL 80 WG,1521
VR,12066,FLORBAC WG,5.5
VR,12068,TEFLUSTAR,510
VR,12069,EPIK,60
VR,12079,QUIVER-TOP,70
VR,12090,,1710
VR,12090,MICROSED GEO,3810
VR,12096,,69125
VR,12096,POLTIGLIA DISPERSS,75070
VR,12100,ASSET DUO,63
VR,12106,,31
VR,12106,TALENDO,509
VR,12113,VIRGO,3
VR,12114,,562
VR,12114,AUXIGER LG,1857.5
VR,12115,BARRACUDA,1
VR,12133,,89
VR,12133,JUVINAL GOLD,378
VR,12149,,64
VR,12149,GERBA 4 LG,397
VR,12156,MAKE UP 80 WDG,203
VR,12170,,2270
VR,12170,HELIOCUIVRE,1400
VR,12172,FERRAMOL,15
VR,12174,,5
VR,12203,,14
VR,12203,TOOLER,24.15
VR,12225,,147.04
VR,12225,TEPPEKI,649.25
VR,12233,KAPLAN,6135
VR,12285,,2
VR,12285,FORUM GOLD,1062
VR,12319,,2
VR,12361,,8.6
VR,12361,ALGEDI,3
VR,12368,,1.5
VR,12368,CARPOSTOP,0.5
VR,12376,,108
VR,12376,FITAGIL,163
VR,12378,TRIANUM-G,12035
VR,12381,,845
VR,12381,NU-FILM-P,834
VR,12437,,4153
VR,12437,DELAN 70 WG,5313
VR,12452,,160
VR,12452,EQUIP,1664
VR,12453,,105
VR,12453,MILDICUT,525
VR,12461,FINALSAN ERBICIDA PROFESSIONAL,10
VR,12482,,1275
VR,12482,LUMAX,7215
VR,12489,DIFCOR 250,24
VR,12504,FLOWBRIX,74
VR,12514,,240
VR,12514,VIPER,155
VR,12515,,0.3
VR,12515,GIBRELIN TAB,26.37
VR,12522,METRO,2
VR,12528,,53
VR,12529,,133
VR,12529,TUCANA 25 EC,551
VR,12534,,257
VR,12534,FOXTAIL,272
VR,12538,,40
VR,12540,REGRAN EXTRA,875
VR,12548,XANILO 45 WG,1182
VR,12566,,3
VR,12566,PYGANIC 1.4,33
VR,12568,,20
VR,12568,SPRINTEX NEW L,263
VR,12573,EKO OIL SPRAY,171
VR,12590,,1130
VR,12590,DIASTAR MAXI,1390
VR,12622,,0.5
VR,12625,EFUZIN 400 SC,24
VR,12628,SERENADE MAX,1
VR,12647,,238
VR,12647,GLITTER,19
VR,12662,,320
VR,12662,METAFOL 700 SC,15
VR,12669,ARBIOGY,1
VR,12671,,828.65
VR,12671,HARMONY 50 SX,32.46
VR,12706,,0.6
VR,12722,,240
VR,12722,OSSICLOR 20 FLOW,1259
VR,12737,,80
VR,12737,AIRONE PIU',16755
VR,12748,,4240
VR,12748,GRIFON PIU',7890
VR,12754,VERDRAM HI BIO,100
VR,12756,,43
VR,12756,DICOTEX,337
VR,12759,,690
VR,12759,OSSICLOR 35 WG,1173
VR,12761,AGRIMIX TOP,42
VR,12768,,172
VR,12768,SPINTOR FLY,194
VR,12770,,1
VR,12770,ALAR 85 GOLD,1
VR,12785,,10
VR,12785,CHECKMATE CM-XL,800
VR,12792,,172
VR,12792,MAGIC TANDEM,698
VR,12806,,7
VR,12806,FEDOR,514
VR,12828,,593
VR,12828,SITOFEX,285.75
VR,12830,,1200
VR,12831,INSIGNIA,48
VR,12833,,0.24
VR,12833,ISOMATE C/OFM,600.53
VR,12834,,1295.09
VR,12834,ISONET L PLUS,42.3
VR,12835,,100
VR,12836,ISONET Z,0.08
VR,12840,SUCCESSOR 600,1190
VR,12843,,5.91
VR,12843,CHECKMATE CM-F,9.61
VR,12857,,140
VR,12857,PROREX,4.5
VR,12858,PRODIGY,1
VR,12859,,0.5
VR,12859,BORNEO,2
VR,12860,,44
VR,12860,MILBEKNOCK,922
VR,12862,,2854
VR,12862,CANTUS,633
VR,12863,,11
VR,12863,FLORAMITE 240 SC,33.75
VR,12866,,23
VR,12866,COLLIS,258
VR,12868,,417
VR,12868,BELLIS,683
VR,12869,,645
VR,12869,SIGNUM,7331
VR,12878,,10206
VR,12878,FOLPAN GOLD,17241
VR,12883,,6309
VR,12883,PROSPER 300 CS,7536
VR,12886,,8414
VR,12886,KARATHANE STAR,8115
VR,12888,,45
VR,12888,LEPINOX PLUS,192
VR,12904,BRAITEX,1
VR,12916,,496
VR,12916,SACRON 45 W,1998.5
VR,12933,,339
VR,12933,MOXYL 20 WP,398
VR,12940,,615
VR,12940,KARATE ZEON 1.5,3336
VR,12949,,25
VR,12949,AZUPEC 80 WG,175
VR,12960,STARPROP,348
VR,12961,,117
VR,12961,HEREU,247
VR,12989,GIBB PLUS,2
VR,12994,,63.5
VR,12994,VIVER ELITE WG,601.5
VR,13012,,20658
VR,13012,FOLVIT 80 WDG,331
VR,13018,GONDOR,3
VR,13020,,4
VR,13020,MICRORAM 35 WG,9600
VR,13061,,176
VR,13061,BIOBIT DF,2066
VR,13062,,100
VR,13062,DiPel DF,15
VR,13063,,10.1
VR,13063,REGULEX 10 SG,0.4
VR,13064,,152
VR,13064,VITENE ULTRA SC,4816
VR,13065,DOMARK 125,47.2
VR,13076,,123
VR,13076,BRAITEX  PRO,492
VR,13084,,271
VR,13084,TELDOR PLUS,2055
VR,13093,,759
VR,13093,STOMP AQUA,3038
VR,13095,,378
VR,13095,DIRA-MAX LG,759
VR,13098,,27738.5
VR,13098,ROUNDUP POWER 2.0,10312
VR,13106,,132
VR,13106,IKANOS,1052
VR,13116,,4.5
VR,13116,MEDOR 35 CLASS,66
VR,13120,,248
VR,13120,MYSTIC 430 SC,302
VR,13126,,1190
VR,13126,CABRIO DUO,9368
VR,13127,VALIS F,381
VR,13132,,105
VR,13149,,7155
VR,13149,POLTIGLIA MANICA 20 WG,2436.5
VR,13150,CURAME 25 WG,25
VR,13152,,2960
VR,13152,OPTIX R DISPERSS,2461
VR,13154,,296
VR,13154,MONDAK 480 S,274
VR,13158,,689
VR,13158,REMEDIER,924
VR,13159,PRIMIAL,113
VR,13160,,33
VR,13160,FORUM TOP,734
VR,13168,,1589
VR,13168,LAUDIS,4404
VR,13171,ALLIANCE,0.23
VR,13205,ZOLFO MANICA SCORREVOLE DOPPIO RAFF,75
VR,13211,ZOLFO VENTILATO SCORREVOLE 96%,850
VR,13213,,40
VR,13213,R6 ERRESEI ALBIS,29
VR,13218,,260
VR,13218,FINALSAN PLUS,1010
VR,13225,AGRIDIF 250,78
VR,13236,,200
VR,13236,BULLET,619
VR,13242,,211
VR,13242,NICOGAN V.O.,537
VR,13244,,9750
VR,13244,ZOLFO VENTILATO STELLA,31225
VR,13249,,12300
VR,13249,ZOLFO VENTILATO STELLA RAMATO S,425
VR,13250,ZOLFO VENTILATO STELLA RAMATO B,11375
VR,13254,PLAYER 25 WG,153
VR,13255,PLAYER GR,7
VR,13285,,205
VR,13285,SEVERAL,425
VR,13290,,295
VR,13290,ZOLFO MANICA DOPPIO RAFFINATO VENTI,1550
VR,13292,,24675
VR,13311,DOMARK COMBI WG,10
VR,13313,,27
VR,13313,CASPER,45
VR,13323,SULFY 80 WDG,1.2
VR,13327,,4.35
VR,13327,GRANSTAR ULTRA SX,25.2
VR,13329,OMNEX 10 EC,814
VR,13335,DUPLOSAN KV,4
VR,13367,,140
VR,13367,DIVO,1288.25
VR,13377,COLUMBUS,102
VR,13378,ORTIVA TOP,28
VR,13382,,3243
VR,13382,PERGADO SC,5916.5
VR,13386,,61
VR,13386,PROSARO,238
VR,13387,,2.65
VR,13387,FLORAMIX,46.58
VR,13389,,43000
VR,13389,AFFIRM,40383
VR,13391,,97
VR,13391,CYTHRIN 50 EC,770.25
VR,13402,LUMA-KL,65
VR,13447,HELMSTAR 75 WG,0.02
VR,13451,,16
VR,13451,SPARVIERO,46
VR,13455,,218
VR,13455,ANTIGRAM GOLD,5220
VR,13466,,190
VR,13466,SPOTLIGHT PLUS,2803
VR,13471,NICOZEA OD,770
VR,13472,ALIEN,91
VR,13485,,17733
VR,13485,FOLPEC 80 WG ADVANCE,8601
VR,13486,JUDO,202
VR,13489,,3116
VR,13489,CYMBAL,609.5
VR,13505,CLIVIS DUO,5
VR,13518,,2880
VR,13518,NISUS 3B,60
VR,13540,,2400
VR,13540,QUASAR R FLOW,4270
VR,13552,ZOLVIS 80 SECTOR,395
VR,13560,,926
VR,13560,FORZA,715
VR,13576,,10.5
VR,13576,RAMEPLANT WG,1
VR,13578,RAME CAFFARO BLU WG NEW,240
VR,13579,,470
VR,13581,,52265
VR,13581,ZOLVIS OTTANTA WG,30645
VR,13586,,210
VR,13586,VERDERAME 20 WG,10
VR,13592,,597
VR,13592,VOLARE,3115
VR,13600,,12950
VR,13604,,20550
VR,13637,,231
VR,13637,PERGADO F,1240
VR,13648,SIARAM 20 WG,5
VR,13689,,68
VR,13689,FLINT MAX,92
VR,13693,BACILLUS CHEMIA,203.4
VR,13698,,300
VR,13698,VIVANDO,1518.5
VR,13700,ATLANTIS PRO,945
VR,13701,,46.2
VR,13711,,1949
VR,13714,,1490
VR,13716,CAPTAN ARVESTA 80 WG,780
VR,13736,TRACE,12.75
VR,13741,,515
VR,13741,SELECTA DISPERSS,836
VR,13753,,80
VR,13753,GAL-GONE,187
VR,13763,,280
VR,13771,,2288
VR,13771,NIMROD 250 EW,2879
VR,13782,DOURO 10 WG,598
VR,13789,PRIMERO,4
VR,13792,STABILAN,598
VR,13796,CELL,160
VR,13809,,72220
VR,13809,FORCE ULTRA,96053
VR,13823,,155
VR,13823,ALVERDE,1150.5
VR,13838,,20
VR,13838,XEDAVIR,200.25
VR,13841,,1167
VR,13841,FOCUS ULTRA,5335
VR,13856,COPRANTOL TRIO,23
VR,13888,,5911
VR,13888,FANTIC F NC WG,12035
VR,13895,,7280
VR,13895,SAVIRAN STAR,90
VR,13899,DAUPHIN 45,102
VR,13905,,3683
VR,13905,BANJO,3944
VR,13925,,56.5
VR,13925,BOGARD,1.5
VR,13926,SPONSOR,36.5
VR,13927,ZAMIR 18,324
VR,13930,MARINS 200 CLASS,100
VR,13981,,561.8
VR,13981,CORAGEN,1080.45
VR,13983,,134
VR,13983,HUSSAR MAXX PRO,175
VR,13998,,143
VR,13998,PYRUS 400 SC,4
VR,14018,BASIC,174
VR,14034,,4380
VR,14044,,102
VR,14044,JOKER 480,27
VR,14058,,1885.25
VR,14058,FEINZIN 70 DF,1321.25
VR,14061,TRIANUM-P,3061.5
VR,14062,,2992
VR,14062,ZOXIUM 240 SC,3957
VR,14091,APHOX,1
VR,14100,,85
VR,14100,KANEMITE,257
VR,14101,,648
VR,14101,CARAMBA,391
VR,14102,,31315
VR,14102,BORDOFLOW NEW,20463
VR,14119,,1080
VR,14119,VISIR PENCOTECH,131
VR,14122,KATAR,44
VR,14128,,135
VR,14128,ZIGNAL,309
VR,14136,,25
VR,14136,OBERON,65
VR,14137,,93.8
VR,14137,ALTACOR,444.8
VR,14154,PIRETRO ACTIGREEN,645.1
VR,14155,,480
VR,14165,,5213
VR,14165,NANDO MAXI,12100
VR,14169,,115
VR,14169,PERGADO R,10
VR,14178,,130
VR,14178,TRI-BASE,30
VR,14182,,488
VR,14182,ARES 25 WG,2641
VR,14193,,37.5
VR,14193,SARMOX 45 DG,378
VR,14195,,1605
VR,14195,KENDO WITH ZEON TECHNOLOGY,1
VR,14204,75A,30
VR,14210,,1652
VR,14210,EVURE PRO,558.5
VR,14214,RAPSAN 500 SC,83
VR,14232,CYTHRIN MAX,20.5
VR,14245,THIRAS,98.75
VR,14262,,20.9
VR,14262,GREENEX NF,151.25
VR,14294,,39.2
VR,14294,EXECUTIVE,13.7
VR,14323,BELPROMEC,2
VR,14336,NEMATHORIN 150 EC,77
VR,14375,,177
VR,14375,LION 5 EC,144
VR,14380,CLORMET,64
VR,14387,NERVURE SUPER,5
VR,14390,,440
VR,14390,BOOM EFEKT,8626
VR,14405,,2
VR,14406,,67.5
VR,14406,LEIMAY,552.75
VR,14407,,16.13
VR,14407,RUNWAY,19.5
VR,14409,,8447
VR,14409,MOVENTO 48 SC,6796
VR,14414,,1
VR,14414,DUSTY,7.5
VR,14418,PULSAR 40 SL,335
VR,14431,,119
VR,14431,LENTAGRAN 45 WP,599
VR,14440,SOLAR 360,11690
VR,14479,,9380
VR,14479,SCHERMO 0.5 G,44159
VR,14523,CARPO 600,215.5
VR,14527,SUDOKU TOP,12
VR,14533,GIBER GOBBI 20,0.65
VR,14547,BAC MK,114
VR,14559,,511
VR,14559,AGREE WG,290
VR,14577,,30
VR,14577,FORUM R 3B,381
VR,14582,,1
VR,14629,GAT TESSLA 25 WG,4
VR,14636,,4568
VR,14636,BIOLID UP,3812.5
VR,14642,,8564
VR,14642,RIDOMIL GOLD R WG,12145
VR,14660,BTK 32 WG,150
VR,14664,,1.42
VR,14664,BERELEX 40 SG,4.17
VR,14679,CHEMOL PLUS,1
VR,14683,,5.15
VR,14683,BERMERAX,0.07
VR,14686,,605
VR,14686,KOCIDE OPTI,985
VR,14697,,4116
VR,14697,ENERVIN DUO,2578
VR,14699,,320
VR,14699,GEOXE,399
VR,14708,DACUS TRAP,139
VR,14709,,3.42
VR,14709,ISOMATE A/OFM,48609.41
VR,14728,CELIO,28
VR,14735,,702.5
VR,14735,RANMAN TOP,610
VR,14737,,6380
VR,14737,ROUNDUP PLATINUM,11988
VR,14764,,90
VR,14764,SLUXX HP,275
VR,14765,,88
VR,14765,ELUMIS,127
VR,14769,COMET 250 EC,15
VR,14785,DRISCOLL,5.1
VR,14794,,40
VR,14794,AVALON SC,1225
VR,14801,,498
VR,14801,ADMIRAL GOLD,548
VR,14812,,485
VR,14812,ENERVIN TOP,373
VR,14830,CUPROFIX ULTRA DISPERSS,135
VR,14836,BARBARIAN BIOGRADE 360,690
VR,14837,TARTAN,9601
VR,14838,,81
VR,14838,BARCLAY GALLUP BIOGRADE 360,953
VR,14845,,1
VR,14845,MYSTIC PLUS S,109
VR,14846,AVALON 250 EW,796
VR,14867,,74
VR,14867,SYNERO,105
VR,14869,CUPROBEL HYDRO,4210
VR,14872,,677
VR,14872,BELLIS DRUPACEE,334.5
VR,14876,,154
VR,14876,GRANDSTAND,16
VR,14879,,5.65
VR,14879,LONTREL 72 SG,16.55
VR,14884,,1994
VR,14884,CORUM,4182
VR,14891,,10
VR,14891,TRICO,155.5
VR,14897,,20
VR,14897,FLUROSTAR 200,253
VR,14913,BIOTRIX,60
VR,14916,SILWET SPRINTEX,37
VR,14918,,197
VR,14918,RIVIOR,322.9
VR,14920,,350
VR,14920,ZOLFO 80 WP ZOLFINDUSTRIA,2665
VR,14930,AFRATRIN,109
VR,14935,,638
VR,14935,TIMELINE TRIO,829
VR,14936,,345.5
VR,14936,AMPLIGO,226
VR,14938,DEDICATE,0.25
VR,14940,,55.9
VR,14940,TAKUMI,59.25
VR,14944,,60
VR,14944,FLUXYR 200 EC,867
VR,14967,,115
VR,14967,TIPTOR ULTRA,659
VR,14969,,40
VR,14969,HOPPER 480,40
VR,14972,,45
VR,14972,DICARZOL 50 SP,219
VR,14980,,81
VR,15005,,351
VR,15005,FONTELIS,280
VR,15013,NATRIA LUMACHICIDA,111
VR,15023,,20
VR,15023,DERREX,1240
VR,15037,,49
VR,15037,BREZZA,472
VR,15039,,28
VR,15047,,140
VR,15047,R6 ERRESEI BORDEAUX WG,742
VR,15048,,382
VR,15048,MOXYL 45 WG,235
VR,15049,,2
VR,15051,,2060
VR,15051,KYLEO,7625
VR,15052,,82
VR,15052,KAIMO SORBIE,641.7
VR,15056,,30
VR,15056,TOMCATO,1427
VR,15058,,21
VR,15058,PRINCIPAL MAIS,79.2
VR,15059,,4127
VR,15059,DECIS EVO,4843.5
VR,15062,,2636
VR,15062,PIRAMAX  EC,879
VR,15063,NIMBLE,64
VR,15071,,138
VR,15071,EVOLUTION,501
VR,15083,AUDACE,295.5
VR,15084,DRUM,11
VR,15085,VITISAN 45 WG,0.5
VR,15089,MARKER DUO,20
VR,15096,,5
VR,15096,GLIPHOGAN TOP CL,1140
VR,15100,NECTAR PLUS,224
VR,15101,CIMORAM ULTRA WG,4
VR,15102,CURZATE ERRE EVO,15
VR,15111,MIRADOR SC,513
VR,15114,MACCANI,21
VR,15115,,10345
VR,15115,PROSPER 500 EC,462
VR,15116,ELIOS R,24
VR,15120,,10830
VR,15122,,6
VR,15122,ACTELLIC 50 NEWPHARM,102
VR,15124,ZANTARA,15
VR,15125,,6
VR,15130,,722
VR,15130,INTREPID,974
VR,15142,,1029
VR,15142,ALCANCE SYNC TEC,6885
VR,15149,,25300
VR,15149,COSAVET DF EDGE,72540
VR,15198,,457
VR,15198,AZBANY,1034
VR,15199,SAKURA,3480
VR,15201,,182
VR,15201,FLOXY 400 SC,418
VR,15221,ZETARAM PLUS,152
VR,15222,FOLICUR COMBI WG,11
VR,15229,,1745
VR,15229,STOPPER P,55
VR,15232,CUSTODIA ULTRA,9
VR,15235,,840
VR,15235,MOMENTUM,4.5
VR,15250,COPRANTOL DUO,25
VR,15251,,270
VR,15251,AIRONE LIQUIDO,10344
VR,15253,,277
VR,15253,FALCON MK,9
VR,15263,,481
VR,15263,DYNALI,1
VR,15264,,2535
VR,15264,ENERVIN SC,7201
VR,15265,,1265
VR,15265,PROMAN FLOW,2053
VR,15266,,1470
VR,15266,QUARTET,4000
VR,15267,,26
VR,15267,KUSABI,11
VR,15275,DURAVIS,1106
VR,15279,VARGAS,225
VR,15281,MICROMEGAS,43
VR,15288,OCEAL,5
VR,15291,TURFENE PLUS,53.5
VR,15294,,926
VR,15302,,2265
VR,15302,AMYLO-X,3385
VR,15307,,773.5
VR,15307,DEDALUS 25 WDG,149
VR,15313,THIAMON FLOW,2780
VR,15315,,346
VR,15317,,18008
VR,15317,SESTO GOLD,471
VR,15326,,570
VR,15326,CUPROTEK DISPERSS,50
VR,15330,PINDARUS 25 WDG,322
VR,15331,,578
VR,15331,ZEFIR 25 WDG,599.5
VR,15335,,16
VR,15335,U 46 ULTRA,323
VR,15337,,30.7
VR,15337,EXPRESS,4.8
VR,15344,,14
VR,15344,FILAN WG,302
VR,15346,,586.25
VR,15346,FLEXITY,38
VR,15348,,310
VR,15348,RIDOMIL GOLD R LIQUIDO,5593
VR,15349,,297
VR,15349,ARES 430 SC,669
VR,15356,,10
VR,15358,,1520
VR,15358,ZOLFO FLOW MCT,7100
VR,15363,,421
VR,15363,MEDEIRO 80 WG ADVANCE,3963
VR,15365,RAME ZOLFO FLOW MCT,30
VR,15371,,12
VR,15375,NIC 4,20
VR,15378,,44
VR,15378,TRAXOS PRONTO 60,149
VR,15379,,249
VR,15379,AXIAL PRONTO 60,183
VR,15384,,1521
VR,15384,LUNA EXPERIENCE,1480
VR,15386,TRACER FLY,2
VR,15389,,7630
VR,15389,FLARE GOLD R WG,90
VR,15398,KAMIKAZE,45
VR,15401,,2215
VR,15401,TAIFUN MK CL,17425
VR,15402,,500
VR,15402,DELTASAP,1286
VR,15405,,1720
VR,15405,SHAMAL MK PLUS CL,151
VR,15409,,32
VR,15409,DECISION,799.5
VR,15410,DECA,633
VR,15411,DISHA,60
VR,15416,,143
VR,15416,DIZOLE,105
VR,15417,DITTO,20
VR,15419,ELECTIS R FLOW,929
VR,15422,,0.9
VR,15422,TITUS DUO,67.5
VR,15433,ATLAS,1213
VR,15434,,7235.46
VR,15434,RAK 2 MAX,211.17
VR,15436,MYCOTAL,758.5
VR,15438,SANMITE 10 SC,78
VR,15448,,1830
VR,15448,REBEL TOP,1596
VR,15449,,4466
VR,15449,CIDELY,1783
VR,15468,ACASTA,16
VR,15483,WISH,17
VR,15491,,329.5
VR,15491,SWORD UP,1713.5
VR,15493,SIMUN 40 OD,2
VR,15494,DELSTAR,12
VR,15499,,55
VR,15499,SONG 70 WDG,94
VR,15507,,8
VR,15507,CREW SUPERB,1558
VR,15513,,1561
VR,15513,OSSICLOR 35 WG GREEN,8363
VR,15514,CUPRAVIT BLU 35 WG,11
VR,15515,,700
VR,15534,PREVINT DUO,350
VR,15536,,1489
VR,15536,ANTAL,1117
VR,15537,,263
VR,15537,DELTAGRI,698
VR,15543,,168
VR,15543,LUMACHICIDA FER PFNPE,415.75
VR,15546,,1092.9
VR,15546,BIATHLON 4D,119.65
VR,15549,,1291
VR,15549,PROLECTUS 50 WG,487
VR,15550,,908
VR,15550,MERLIN FLEXX XTRA,66
VR,15553,,449.97
VR,15553,REGALIS PLUS,397.5
VR,15554,PROMANAL NEU,10
VR,15566,,1179
VR,15566,VISION PLUS,405
VR,15574,,485
VR,15574,KARMA 85,1060
VR,15576,CLERANDA,5
VR,15583,,388
VR,15583,PIRAT,535
VR,15586,TOPNET,148
VR,15589,KARDA,2286
VR,15597,CHECKMATE PUFFER CM,19.83
VR,15598,,694
VR,15598,CARPOVIRUSINE EVO 2,1430
VR,15610,,2
VR,15610,CYPERKILL 50 EC,20
VR,15612,,21.15
VR,15612,SEMPRA,69.5
VR,15621,BOTTO 50 EC,3
VR,15629,,150
VR,15630,,150
VR,15630,CARSON 45% WG,285.5
VR,15633,REVUS TOP,244
VR,15635,,1887
VR,15635,ADENGO XTRA,3288
VR,15640,,271
VR,15653,MULTI,114
VR,15654,ACCORD,1112
VR,15655,KEETON 25 WG,273
VR,15661,SENEGO,2.5
VR,15662,LESTRA,0.4
VR,15663,CUPRAVIT 35 WG,1020
VR,15664,KORING 25 WG,100
VR,15665,,136
VR,15665,KEMPO SORBIE,66
VR,15674,AMADEUS TOP,52.65
VR,15678,,2
VR,15680,MITHRA 40 SC,331
VR,15689,,33
VR,15689,DIFENZONE,54
VR,15693,LISTEGO,1
VR,15710,,505
VR,15710,CLINCHER ONE,1041
VR,15712,,20745
VR,15712,SATELITE,29472
VR,15713,DIABLO SC,3
VR,15715,VIDERYO F,2735
VR,15718,,0.25
VR,15718,GRANSTAR TRIO,1
VR,15722,,130
VR,15722,ARMICARB 85,1040
VR,15725,DUAXO,2
VR,15736,KOPRON 35 WG,450
VR,15741,,140
VR,15741,AVADEX FACTOR,780
VR,15743,TWINGO,400
VR,15744,REBOOT,585
VR,15748,,2085
VR,15748,SYLLIT 544 SC,653
VR,15752,,293
VR,15752,CIDELY TOP,385
VR,15754,SHARPEN 33% EC,385
VR,15759,,6.25
VR,15769,,1808
VR,15769,MERO,24
VR,15779,ABANTO,5
VR,15780,OSSICLOR 50 PB GREEN,120
VR,15790,,1190
VR,15790,AMISTAR TOP,1440
VR,15806,,861
VR,15806,ONYX,118
VR,15808,,499
VR,15808,CYMBAL FLOW,1444
VR,15831,,440
VR,15831,VACCIPLANT,128
VR,15834,,6
VR,15834,TRACER 120,6
VR,15836,,16
VR,15836,RATRON GW,310
VR,15837,,31.4
VR,15837,RATRON GL,63
VR,15838,,350
VR,15838,ROUNDUP ULTRAMAX,830
VR,15839,MAXCEL 2 SL,6
VR,15847,MAKURI,6
VR,15869,,13237
VR,15869,OPTIX STAR DISPERSS,4964
VR,15870,CLIOPHAR 600 SL,4.6
VR,15876,LEGADO,55
VR,15886,,20
VR,15886,METAREX INOV,176
VR,15888,AZOX 25 SC,9
VR,15890,,4.8
VR,15890,CURZATE 60 WG,156.8
VR,15893,GIAGUAR SL,0.15
VR,15897,ALFIL WG,80
VR,15900,,21270
VR,15900,TRIKA EXPERT,20510
VR,15901,,22720
VR,15901,ERCOLE,41292
VR,15907,,6
VR,15907,PRESIDIUM ONE,61
VR,15910,KARAKAS,12
VR,15911,,1248
VR,15911,SPIROX,1946
VR,15915,,357
VR,15915,STARANE HD,56
VR,15926,,2260
VR,15926,MOJANG 600,3846
VR,15948,,895
VR,15948,SINSAJO,475
VR,15961,RETENGO NEW,31
VR,15990,,892.7
VR,15990,SCIROCCO 125 EW,223.1
VR,16007,,1902
VR,16007,REWARD,2119
VR,16023,DIMBO 480 SL,328
VR,16027,,900
VR,16027,METOMOR F,3200
VR,16032,,283
VR,16032,RADAR 10 EC,83
VR,16033,HEREU SC,124
VR,16034,,26
VR,16034,DOURO 100 EC,1113
VR,16035,THEOREM,6
VR,16036,PIRECRIS,20
VR,16037,MOJANG TX,385
VR,16038,,31
VR,16038,CABRIO WG,32
VR,16041,BATTLE DELTA,1
VR,16042,,2
VR,16042,TOSCANA,0.02
VR,16050,,8
VR,16050,RADIANT SC,2.75
VR,16051,,455
VR,16051,LENNS,65
VR,16054,,157
VR,16056,,69.5
VR,16056,SARACEN,2.25
VR,16059,INFISS,12
VR,16063,ARIGO,1.65
VR,16064,CREDIT 540,37280
VR,16066,,248.75
VR,16066,RADIANT PRO,123
VR,16068,,12836
VR,16068,FOLDER 80 WG,10003
VR,16074,,515
VR,16074,GLORIAL 25 EC,1269
VR,16076,,257
VR,16076,SOLIS,690
VR,16083,STIKER FLOW,17.5
VR,16084,,216.5
VR,16084,BREVIS,33
VR,16085,,3.66
VR,16086,,0.25
VR,16089,BUGUIS,105.84
VR,16092,,113
VR,16092,CICLOPE,928
VR,16098,,17
VR,16098,NIBER 70 DF,59
VR,16101,TOPAS COMBI LIQUIDO,1838
VR,16104,,158
VR,16104,ELECTIS TRIO WDG,851
VR,16126,FLANCO SC,4.4
VR,16132,,8.4
VR,16132,HELM SURFER PLUS,3.2
VR,16140,,1282
VR,16140,ALMADA F,1184
VR,16142,,41
VR,16142,MINECTO ALPHA,144.5
VR,16149,,1
VR,16161,,50
VR,16161,CENTURY SL,233
VR,16167,,2
VR,16167,MARACANA,206
VR,16170,,2630
VR,16170,TRICUP FLOW,990
VR,16171,,8.4
VR,16171,HADDEN,1.6
VR,16178,,39960
VR,16179,FOLLOW 80 WG,1830
VR,16181,DELTAMIX 25,490
VR,16182,CLICK PRO,90
VR,16187,TANGO R PLUS,3817
VR,16191,,104
VR,16191,TRIMAXX,296
VR,16194,,432
VR,16194,ETRAVON PRO,143
VR,16197,COPPERFIELD 17 WG,2930
VR,16199,CUPRORAM 35 WG BLU,320
VR,16200,,800
VR,16200,CUPRORAM 35 WG NC,2625
VR,16204,,162
VR,16205,,525
VR,16205,IDROX 20,530
VR,16208,,1
VR,16221,,65.5
VR,16221,MADEX TOP,49.8
VR,16224,,470
VR,16224,CUPRORAM 37.5 WG,730
VR,16226,,955
VR,16227,,5
VR,16235,,1550
VR,16235,KEYFOL WG,2063
VR,16237,,4775
VR,16237,GOLBEX WG,2369
VR,16242,CAPTAIN 80 WG,400
VR,16247,CUPROBEL OXY,4310
VR,16248,,440
VR,16248,FERREX,52
VR,16249,,12
VR,16249,CARDINAL 50 WG,69
VR,16251,,3206
VR,16251,AFFIRM OPTI,4413
VR,16252,AMISTAR GOLD,185
VR,16259,LABEL 70 DF,1.75
VR,16261,,50
VR,16261,BELOUKHA,10092
VR,16271,,10
VR,16271,FRESCO,580
VR,16273,,1939.5
VR,16273,SIVANTO PRIME,4193.75
VR,16277,,4370
VR,16277,ALMADA 50 SC,4678
VR,16279,,300
VR,16279,ERCOLE GR,1440
VR,16280,,200
VR,16280,ALMADA HYDRO,2050
VR,16283,QUANTUM R-OK,31
VR,16285,,403
VR,16285,KALIMBA,244
VR,16287,,231
VR,16287,SOLIGOR,864
VR,16288,,5611
VR,16288,AMPEXIO,508.75
VR,16293,,117
VR,16293,PACLOT NEW,57
VR,16295,RAPAX AS,113
VR,16296,,1323
VR,16296,PERGADO D,5
VR,16299,,1762
VR,16304,KALTOR,12
VR,16305,BONZI,1
VR,16312,,186
VR,16312,TOMIGAN,43
VR,16313,OMNERA   LQM,132
VR,16314,ZOXIS 250 SC,775
VR,16317,,8375
