"Prodotti fitosanitari venduti nell'anno 2022
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2022, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VR;12568;;50
VR;12568;SPRINTEX NEW L;316
VR;12590;;10.930,00
VR;12590;DIASTAR MAXI;6.930,00
VR;12622;;258,5
VR;12622;QUANTUM;347,5
VR;12622;QUANTUM PFnPE;26
VR;12625;;5
VR;12625;EFUZIN 400 SC;21
VR;12628;SERENADE MAX;4
VR;12647;GLITTER;148
VR;12671;;11,85
VR;12671;HARMONY 50 SX;46,77
VR;12692;SPRUZIT INSETTICIDA;6
VR;12692;SPRUZIT INSETTICIDA PFnPE;17,25
VR;12706;;3
VR;12706;PERMIT;14,4
VR;12722;OSSICLOR 20 FLOW;1.103,25
VR;12722;OSSICLOR 20 FLOW PFnPE;10
VR;12737;;440
VR;12737;AIRONE PIU';6.714,00
VR;12737;AIRONE PIU' PFnPE;19
VR;12748;;297
VR;12748;GRIFON PIU';6.330,00
VR;12754;;910
VR;12756;;9
VR;12756;DICOTEX;255
VR;12759;;96,5
VR;12759;OSSICLOR 35 WG;1.093,40
VR;12759;OSSICLOR 35 WG PFnPE;221,6
VR;12761;AGRIMIX TOP;60
VR;12768;;129
VR;12768;SPINTOR FLY;328,5
VR;12768;SPINTOR FLY PFnPE;13,25
VR;12770;;9
VR;12770;ALAR 85 GOLD;1
VR;12779;RAMEDIT COMBI WG;20
VR;12785;CHECKMATE CM-XL;0,81
VR;12792;;149
VR;12792;MAGIC TANDEM;391
VR;12806;;34
VR;12806;FEDOR;724
VR;12828;;540
VR;12828;SITOFEX;296,75
VR;12830;CHECKMATE SF-XL;1,17
VR;12831;INSIGNIA;21
VR;12833;;0,84
VR;12833;ISOMATE C/OFM;600,51
VR;12834;;9,97
VR;12834;ISONET L PLUS;21,9
VR;12836;ISONET Z;0,26
VR;12840;SUCCESSOR 600;15
VR;12843;CHECKMATE CM-F;5,91
VR;12844;CHECKMATE OFM-F;6,63
VR;12857;;256
VR;12857;PROREX;34,5
VR;12858;;3
VR;12858;PRODIGY;11
VR;12859;;0,5
VR;12859;BORNEO;3
VR;12859;BORNEO PFnPE;0,51
VR;12860;;19
VR;12860;MILBEKNOCK;99,25
VR;12862;;1.962,00
VR;12862;CANTUS;847
VR;12866;;22
VR;12866;COLLIS;29
VR;12868;;656
VR;12868;BELLIS;829
VR;12869;;404
VR;12869;SIGNUM;5.661,00
VR;12878;;9.222,00
VR;12878;FOLPAN GOLD;19.237,00
VR;12878;RIDOMIL GOLD combi PEPITE;3
VR;12883;;3.163,00
VR;12883;PROSPER 300 CS;5.934,00
VR;12886;;3.099,00
VR;12886;KARATHANE STAR;3.523,00
VR;12888;;1.549,00
VR;12888;LEPINOX PLUS;348
VR;12904;;8
VR;12916;;29,5
VR;12916;SACRON 45 W;227,5
VR;12933;;159
VR;12933;MOXYL 20 WP;2
VR;12940;;832
VR;12940;KARATE ZEON 1.5;2.712,50
VR;12949;AZUPEC 80 WG;2.030,00
VR;12960;STARPROP;231
VR;12961;;76
VR;12961;HEREU;196
VR;12972;;40
VR;12972;GLYFOS DAKAR;640
VR;12989;GIBB PLUS;2
VR;12994;;28
VR;12994;VIVER ELITE WG;758,5
VR;13012;;22.127,00
VR;13012;FOLVIT 80 WDG;25
VR;13018;;163
VR;13018;GONDOR;373
VR;13020;;19,5
VR;13020;MICRORAM 35 WG;8.430,00
VR;13020;MICRORAM 35 WG PFnPE;94,8
VR;13025;MYSTIC 250 EW;2
VR;13042;MICRORAM 20 FLOW;20
VR;13061;;78
VR;13061;BIOBIT DF;2.449,00
VR;13062;;6
VR;13062;DiPel DF PFnPE;0,05
VR;13063;;10,6
VR;13063;REGULEX 10 SG;1,2
VR;13064;;22
VR;13064;VITENE ULTRA SC;972
VR;13065;;53
VR;13065;DOMARK 125;718,9
VR;13065;DOMARK 125 PFnPE;0,2
VR;13068;;3.020,00
VR;13068;NEORAM WG;370
VR;13076;;189
VR;13076;BRAITEX  PRO;554
VR;13081;NISSORUN;4
VR;13084;;355,8
VR;13084;TELDOR PLUS;1.827,00
VR;13085;ECODIAN COMBI;0,2
VR;13093;;1.196,00
VR;13093;STOMP AQUA;7.128,00
VR;13095;;457
VR;13095;DIRA-MAX LG;763
VR;13098;;26.001,00
VR;13098;ROUNDUP POWER 2.0;6.940,00
VR;13098;ROUNDUP POWER 2.0 PFnPE;1.141,00
VR;13104;ALGOR PLATIN;265
VR;13106;;283
VR;13106;IKANOS;12
VR;13108;CURAME BORDEAUX;1.205,00
VR;13116;;138,5
VR;13116;MEDOR 35 CLASS;554
VR;13120;;321
VR;13126;;1.181,00
VR;13126;CABRIO DUO;4.984,00
VR;13127;VALIS F;498
VR;13132;;5
VR;13149;;11,5
VR;13149;POLTIGLIA MANICA 20 WG;370,5
VR;13149;POLTIGLIA MANICA 20 WG PFnPE;217
VR;13150;CURAME 25 WG;190
VR;13152;;190
VR;13152;OPTIX R DISPERSS;230
VR;13154;;212
VR;13154;MONDAK 480 S;192
VR;13156;CAMBEL 480 S;161
VR;13158;;229
VR;13158;REMEDIER;414
VR;13159;PRIMIAL;161
VR;13160;FORUM TOP;545
VR;13168;;1.616,00
VR;13168;LAUDIS;4.960,00
VR;13171;ALLIANCE;0,68
VR;13205;;50
VR;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFFINATO;1.570,00
VR;13211;ZOLFO VENTILATO SCORREVOLE 96%;3.177,00
VR;13213;;98
VR;13213;R6 ERRESEI ALBIS;961
VR;13218;;200
VR;13218;FINALSAN PLUS;100
VR;13219;FINALSAN ULTIMA (PFnPO);16
VR;13225;AGRIDIF 250;56
VR;13236;BULLET;28
VR;13242;;1.277,00
VR;13242;NICOGAN V.O.;1.296,00
VR;13244;;21.950,00
VR;13244;ZOLFO VENTILATO STELLA;17.800,00
VR;13249;;20.700,00
VR;13249;ZOLFO VENTILATO STELLA RAMATO S;325
VR;13250;ZOLFO VENTILATO STELLA RAMATO B;1.800,00
VR;13252;;52
VR;13255;PLAYER GR;35
VR;13263;BORDORAM 20 WG PFnPE;59,7
VR;13283;GARAK;21
VR;13285;;47
VR;13285;SEVERAL;702
VR;13290;ZOLFO MANICA DOPPIO RAFFINATO VENTILATO RAMATO 3% NEW;2.775,00
VR;13292;;28.865,00
VR;13298;;155
VR;13307;BERLINA;80
VR;13308;DICARZOL 10 SP;65
VR;13311;DOMARK COMBI WG;565
VR;13313;;45
VR;13313;CASPER;79
VR;13323;SULFY 80 WDG;71,8
VR;13323;SULFY 80 WDG PFnPE;12,5
VR;13327;;16,3
VR;13327;GRANSTAR ULTRA SX;84,35
VR;13329;OMNEX 10 EC;125
VR;13335;DUPLOSAN KV;14
VR;13348;SARCAP 80 WG;55
VR;13367;;1
VR;13367;DIVO;255,5
VR;13377;COLUMBUS;129
VR;13378;;46
VR;13378;ORTIVA TOP;12
VR;13382;;490
VR;13382;PERGADO SC;1.020,00
VR;13382;PERGADO SC PFnPE;17
VR;13386;PROSARO;3.420,00
VR;13387;;3,18
VR;13387;FLORAMIX;101,7
VR;13389;;39.958,00
VR;13389;AFFIRM;40.394,00
VR;13391;;137
VR;13391;CYTHRIN 50 EC;1.381,00
VR;13391;CYTHRIN 50 EC PFnPE;0,57
VR;13402;LUMA-KL;491
VR;13447;HELMSTAR 75 WG;3,62
VR;13451;SPARVIERO;30
VR;13455;;169
VR;13455;ANTIGRAM GOLD;3.505,00
VR;13466;;132
VR;13466;SPOTLIGHT PLUS;2.711,00
VR;13468;CLINER;1,1
VR;13468;CLINER PFnPE;18,15
VR;13471;;187
VR;13471;NICOZEA OD;2.226,00
VR;13472;;115
VR;13472;ALIEN;456
VR;13485;;7.581,00
VR;13485;FOLPEC 80 WG ADVANCE;8.093,00
VR;13486;;81
VR;13489;;467,5
VR;13489;CYMBAL;1.530,50
VR;13505;CLIVIS DUO;50
VR;13540;;480
VR;13540;QUASAR R FLOW;150
VR;13552;;46.831,50
VR;13552;ZOLVIS 80 SECTOR;16.673,00
VR;13552;ZOLVIS 80 SECTOR PFnPE;227,5
VR;13560;;424
VR;13560;FORZA;890
VR;13576;;39
VR;13576;RAMEPLANT WG;56,5
VR;13576;RAMEPLANT WG PFnPE;172
VR;13578;RAME CAFFARO BLU WG NEW;1.380,00
VR;13585;SOLOFOL;15
VR;13586;;6.140,00
VR;13586;VERDERAME 20 WG;667,5
VR;13586;VERDERAME 20 WG PFnPE;4
VR;13592;;327
VR;13592;VOLARE;1.656,60
VR;13593;RADIX SOIL;494
VR;13635;POLTIGLIA 20 PB MANICA;1.752,50
VR;13635;POLTIGLIA 20 PB MANICA PFnPE;5
VR;13637;;250
VR;13637;PERGADO F;978
VR;13639;ACRAMITE 480 SC;0,25
VR;13647;NEORAM BLU WG;18
VR;13648;;4.611,00
VR;13671;SPONIX FLOW;4.498,00
VR;13683;COMPO DUAXO PRONTO USO PFnPO;19,5
VR;13684;COMPO DUAXO PPO;4,4
VR;13689;;179,5
VR;13689;FLINT MAX;41,5
VR;13693;;155
VR;13693;BACILLUS CHEMIA;183
VR;13693;BACILLUS CHEMIA PFnPE;2,5
VR;13698;;760,25
VR;13698;VIVANDO;2.693,25
VR;13700;;4,5
VR;13705;AMECTIN EC;67
VR;13711;;2.166,00
VR;13714;;20
VR;13716;;30
VR;13716;CAPTAN ARVESTA 80 WG;2.833,00
VR;13719;THIAMON 80 PLUS;3.025,00
VR;13736;TRACE;39,75
VR;13741;;573
VR;13741;SELECTA DISPERSS;51
VR;13753;;2
VR;13753;GAL-GONE;262
VR;13771;;1.884,00
VR;13771;NIMROD 250 EW;2.647,00
VR;13782;DOURO 10 WG;1.155,00
VR;13791;GEATER-STAR;36
VR;13791;GEATER-STAR PFnPE;74,5
VR;13792;;151
VR;13792;STABILAN;444
VR;13794;;356
VR;13794;SPADA WDG;199
VR;13796;CELL;139
VR;13799;S. RAMEDIT BLU WG;2
VR;13801;TOUCHDOWN HOBBY;11,5
VR;13809;;59.070,00
VR;13809;FORCE ULTRA;60.850,00
VR;13815;TUTOR 18-15 PFnPE;3
VR;13817;;27
VR;13823;;209
VR;13823;ALVERDE;547
VR;13838;XEDAVIR;104,25
VR;13838;XEDAVIR PFnPE;18,5
VR;13841;;1.505,00
VR;13841;FOCUS ULTRA;6.253,00
VR;13856;COPRANTOL TRIO;10
VR;13888;FANTIC F NC WG;2.462,00
VR;13895;;7.355,00
VR;13895;SAVIRAN STAR;190
VR;13899;DAUPHIN 45;5
VR;13905;;2.621,00
VR;13905;BANJO;4.055,00
VR;13913;ORIUS P;2.155,00
VR;13925;;32
VR;13926;SPONSOR;21
VR;13927;;321
VR;13927;ZAMIR 18;316,5
VR;13930;MARINS 200 CLASS;18
VR;13981;;237,6
VR;13981;CORAGEN;1.794,05
VR;13983;;152
VR;13983;HUSSAR MAXX PRO;202
VR;13998;;478
VR;13998;PYRUS 400 SC;72
VR;14018;BASIC;37
VR;14018;BASIC PFnPE;11
VR;14021;BREK DUO;965
VR;14034;;500
VR;14042;SUPRAFOS EC;300
VR;14044;;182
VR;14044;JOKER 480;4
VR;14058;;92,75
VR;14058;FEINZIN 70 DF;1.087,28
VR;14061;;0,5
VR;14061;TRIANUM-P;2.937,50
VR;14062;;1.264,00
VR;14062;ZOXIUM 240 SC;1.253,00
VR;14062;ZOXIUM 240 SC PFnPE;337
VR;14100;;66
VR;14100;KANEMITE;304,15
VR;14101;;614
VR;14101;CARAMBA;552
VR;14102;;27.610,00
VR;14102;BORDOFLOW NEW;14.548,00
VR;14119;;659
VR;14119;VISIR PENCOTECH;109
VR;14135;GRENADIER 75 DF;0,32
VR;14136;;72,5
VR;14136;OBERON;112,7
VR;14137;;63,7
VR;14137;ALTACOR;281,1
VR;14154;;4,42
VR;14154;PIRETRO ACTIGREEN;466,54
VR;14154;PIRETRO ACTIGREEN PFnPE;11,26
VR;14155;;330
VR;14156;CURZATE R WG;52
VR;14165;;2.511,00
VR;14165;NANDO MAXI;6.797,00
VR;14166;;556
VR;14166;ZETOR;1.602,00
VR;14169;;40
VR;14169;PERGADO R;30
VR;14178;;1.880,00
VR;14178;TRI-BASE;280
VR;14182;;449
VR;14182;ARES 25 WG;2.688,00
VR;14193;SARMOX 45 DG;78
VR;14195;;1.657,00
VR;14204;75A;8
VR;14210;;1.866,10
VR;14210;EVURE PRO;693,9
VR;14214;RAPSAN 500 SC;258
VR;14232;;2
VR;14232;CYTHRIN MAX;51,5
VR;14245;;7
VR;14257;;458
VR;14257;UNDERLINE 0,2 G;675
VR;14257;UNDERLINE 0,2 G PFnPE;821
VR;14262;;40,45
VR;14262;GREENEX NF;134,49
VR;14262;GREENEX NF PFnPE;67,11
VR;14263;;4
VR;14294;EXECUTIVE;5,1
VR;14297;UNDERLINE;30
VR;14323;;309
VR;14323;BELPROMEC;520
VR;14336;NEMATHORIN 150 EC;54
VR;14350;ZOLFO RAMATO 5;1.375,00
VR;14363;U 46 GIARDEN PFnPO;2,15
VR;14375;;343
VR;14375;LION 5 EC;461
VR;14380;CLORMET;37
VR;14387;NERVURE SUPER;22
VR;14390;;15.120,00
VR;14390;BOOM EFEKT;13.791,00
VR;14405;;5
VR;14406;;47
VR;14406;LEIMAY;351,5
VR;14407;;22
VR;14407;RUNWAY;36
VR;14409;;5.071,00
VR;14409;MOVENTO 48 SC;6.944,00
VR;14414;;91,05
VR;14414;DUSTY;64,5
VR;14414;DUSTY PFnPE;493,5
VR;14418;;15
VR;14418;PULSAR 40 SL;260
VR;14431;;354
VR;14431;LENTAGRAN 45 WP;962
VR;14432;METRIC;15
VR;14434;;0,04
VR;14472;;36
VR;14473;;10
VR;14479;;32.640,00
VR;14479;SCHERMO 0.5 G;53.255,00
VR;14523;CARPO 600;50
VR;14530;GOBBI GIB 4LG;24
VR;14547;BAC MK;109
VR;14547;BAC MK PFnPE;1,5
VR;14548;TURIBEL;14
VR;14549;LEPIBACK;111
VR;14559;;925
VR;14559;AGREE WG;217
VR;14577;;584
VR;14577;FORUM R 3B;1.147,00
VR;14582;FENGIB;1
VR;14631;ESTEL;2
VR;14636;;3.728,00
VR;14636;BIOLID UP;4.333,00
VR;14636;BIOLID UP PFnPE;95,7
VR;14642;;5.076,00
VR;14642;RIDOMIL GOLD R WG;31.041,00
VR;14643;CENTIUM 36 CS;1
VR;14660;BTK 32 WG;210
VR;14664;;815
VR;14664;BERELEX 40 SG;6,16
VR;14679;CHEMOL PLUS;3
VR;14683;;10,3
VR;14684;SUPERBO;36
VR;14685;;10
VR;14686;;580
VR;14686;KOCIDE OPTI;360
VR;14697;;2.344,00
VR;14697;ENERVIN DUO;1.567,00
VR;14699;;249
VR;14699;GEOXE;560,5
VR;14708;;90,1
VR;14708;DACUS TRAP PFnPE;209
VR;14709;;4,29
VR;14709;ISOMATE A/OFM;4.400,98
VR;14724;CIP PFnPO;2,25
VR;14728;CELIO;38,75
VR;14735;;84,5
VR;14735;RANMAN TOP;454,5
VR;14737;;7.475,00
VR;14737;ROUNDUP PLATINUM;9.886,50
VR;14737;ROUNDUP PLATINUM PFnPE;27
VR;14739;DELTAM PROTECT PFnPE;275
VR;14740;DELTAM GIARDINO AL PFnPO;1,5
VR;14760;RASIKAL PRO PFnPE;10
VR;14764;;41
VR;14764;SLUXX;125
VR;14765;;147
VR;14769;;2
VR;14769;COMET 250 EC;91
VR;14785;DRISCOLL;0,7
VR;14794;AVALON SC;63
VR;14801;;346
VR;14801;ADMIRAL GOLD;24
VR;14812;;846
VR;14812;ENERVIN TOP;1.538,00
VR;14830;CUPROFIX ULTRA DISPERSS;65
VR;14836;BARBARIAN BIOGRADE 360;6.206,00
VR;14836;BARBARIAN BIOGRADE 360 PFnPE;28,5
VR;14837;TARTAN;45
VR;14838;;794
VR;14838;BARCLAY GALLUP BIOGRADE 360;16.303,00
VR;14845;;900
VR;14845;MYSTIC PLUS S;84
VR;14846;AVALON 250 EW;122
VR;14867;;14
VR;14867;SYNERO;92
VR;14869;CUPROBEL HYDRO;4.620,00
VR;14872;;725
VR;14872;BELLIS DRUPACEE;317,5
VR;14876;;99
VR;14876;GRANDSTAND;7,25
VR;14879;;0,9
VR;14879;LONTREL 72 SG;30,15
VR;14884;;1.234,00
VR;14884;CORUM;6.164,00
VR;14891;;36
VR;14891;TRICO;190
VR;14897;;37
VR;14897;FLUROSTAR 200;1.221,00
VR;14912;PATRIOT GOLD;51
VR;14914;;20
VR;14916;SILWET SPRINTEX;170
VR;14918;;1.040,00
VR;14919;;1,32
VR;14919;EMERALD 125 PFnPE;4,04
VR;14920;;1.700,00
VR;14920;ZOLFO 80 WP ZOLFINDUSTRIA;875
VR;14920;ZOLFO 80 WP ZOLFINDUSTRIA (PFnPE);7.430,00
VR;14935;;717
VR;14935;TIMELINE TRIO;419
VR;14936;;112
VR;14936;AMPLIGO;57
VR;14937;VOLIAM TARGO;6
VR;14938;DEDICATE;0,25
VR;14940;;64,5
VR;14940;TAKUMI;47,3
VR;14944;;113
VR;14944;FLUXYR 200 EC;59
VR;14947;TRUSTEE 450 PFnPE;19,75
VR;14967;;12
VR;14967;TIPTOR ULTRA;419
VR;14969;;15.220,00
VR;14969;HOPPER 480;125
VR;14970;POLYSECT ULTRA SL;13,1
VR;14972;;86
VR;14972;DICARZOL 50 SP;170
VR;14980;;8
VR;15005;;232
VR;15005;FONTELIS;452
VR;15008;;8
VR;15008;LBG - 01F34;8
VR;15013;;29
VR;15013;NATRIA LUMACHICIDA;48,5
VR;15013;NATRIA LUMACHICIDA PFnPE;243,5
VR;15019;;1
VR;15023;DERREX;880
VR;15037;BREZZA;902
VR;15039;;121
VR;15039;GAMIT 36 CS;8,5
VR;15044;;446
VR;15047;;11
VR;15047;R6 ERRESEI BORDEAUX WG;907,75
VR;15048;;17
VR;15048;MOXYL 45 WG;322
VR;15049;;2
VR;15049;MODDUS;7
VR;15050;;289
VR;15050;VERTIMEC PRO;315
VR;15051;;1.160,00
VR;15051;KYLEO;9.326,00
VR;15052;;53
VR;15052;KAIMO SORBIE;59,3
VR;15056;;3.225,00
VR;15056;TOMCATO;1.983,00
VR;15057;DICOTEX RTU PFnPO;1
VR;15058;;14,52
VR;15058;PRINCIPAL MAIS;316,04
VR;15059;;3.998,25
VR;15059;DECIS EVO;6.430,00
VR;15062;;2.205,00
VR;15062;PIRAMAX  EC;651
VR;15063;;2,1
VR;15063;NIMBLE;73,1
VR;15071;;1.677,00
VR;15071;EVOLUTION;1.956,00
VR;15083;;6
VR;15083;AUDACE;126
VR;15084;DRUM;86
VR;15096;;25
VR;15096;GLIPHOGAN TOP CL;13.904,50
VR;15096;GLIPHOGAN TOP CL PFnPE;4.295,75
VR;15100;;1
VR;15100;NECTAR PLUS;196
VR;15101;CIMORAM ULTRA WG;1
VR;15111;;12
VR;15111;MIRADOR SC;101
VR;15114;MACCANI;35
VR;15115;;8.576,00
VR;15115;PROSPER 500 EC;137
VR;15116;ELIOS R;648
VR;15119;FORTEZZA;225
VR;15120;;310
VR;15121;BIOCUPRO;1.520,00
VR;15122;;12
VR;15122;ACTELLIC 50 NEWPHARM;4
VR;15124;ZANTARA;12
VR;15127;;145
VR;15127;SANVINO;600
VR;15130;;1.716,00
VR;15130;INTREPID;1.121,00
VR;15135;OLEOSAN PLUS PFnPO;24,5
VR;15138;BAROCCO 80 WG;5.075,00
VR;15142;;1.548,00
VR;15142;ALCANCE SYNC TEC;2.736,00
VR;15149;COSAVET DF EDGE;9.890,00
VR;15177;;15
VR;15181;CIRRUS CS;5
VR;15198;;145
VR;15198;AZBANY;711
VR;15199;;1
VR;15199;SAKURA;1.080,00
VR;15200;;103
VR;15200;QUALY;181
VR;15201;;302
VR;15201;FLOXY 400 SC;350
VR;15213;;9,92
VR;15213;DEMETRINA FLOW;4,77
VR;15213;DEMETRINA FLOW PFnPE;130,35
VR;15221;ZETARAM PLUS;860
VR;15229;;1.770,00
VR;15229;STOPPER P;41
VR;15232;;30
VR;15232;CUSTODIA ULTRA;45
VR;15235;;3.740,50
VR;15235;MOMENTUM;2.967,50
VR;15235;MOMENTUM PFnPE;39,5
VR;15237;;225
VR;15237;CHIKARA DUO;5
VR;15247;STOY;1.171,00
VR;15250;COPRANTOL DUO;5
VR;15251;AIRONE LIQUIDO;7.136,00
VR;15253;;739
VR;15253;FALCON MK;121
VR;15260;PRORADIX;9,5
VR;15263;;421
VR;15263;DYNALI;47
VR;15264;;1.299,00
VR;15264;ENERVIN SC;3.957,00
VR;15265;;557
VR;15265;PROMAN FLOW;2.446,00
VR;15266;;220
VR;15266;QUARTET;2.090,00
VR;15267;;28
VR;15267;KUSABI;86,5
VR;15270;PROFELIS;0,12
VR;15275;DURAVIS;360
VR;15279;VARGAS;573
VR;15280;MARISOL;49
VR;15285;PRIMMA STAR;1,25
VR;15291;;17,2
VR;15291;TURFENE PLUS;164,7
VR;15291;TURFENE PLUS PFnPE;406,5
VR;15293;MAVITA 250 EC;2
VR;15294;;752
VR;15294;KENDO BI-ACTIVE;3
VR;15302;;2.212,00
VR;15302;AMYLO-X;3.062,00
VR;15307;;1.060,50
VR;15307;DEDALUS 25 WDG;115,5
VR;15310;;33
VR;15310;NISSHIN EXTRA 6 OD;79
VR;15315;;1.579,00
VR;15315;EMBRACE;661
VR;15317;;18.263,00
VR;15317;SESTO GOLD;19
VR;15326;;36.970,00
VR;15330;PINDARUS 25 WDG;195,5
VR;15331;;660,5
VR;15331;ZEFIR 25 WDG;169
VR;15333;APPLAUD PLUS;5
VR;15333;APPLAUD PLUS PFnPE;1,87
VR;15335;U 46 ULTRA;594
VR;15337;;5,7
VR;15337;EXPRESS;14,9
VR;15344;;374
VR;15344;FILAN WG;795
VR;15346;;290
VR;15348;;91
VR;15348;RIDOMIL GOLD R LIQUIDO;2.982,00
VR;15349;;82
VR;15349;ARES 430 SC;1.001,00
VR;15351;POWERSHUT;4
VR;15356;SPHINX SC;1
VR;15358;ZOLFO FLOW MCT;7.650,00
VR;15363;MEDEIRO 80 WG ADVANCE;1.573,00
VR;15363;MEDEIRO 80 WG ADVANCE PFnPE;12
VR;15365;RAME ZOLFO FLOW MCT;3
VR;15371;;12
VR;15374;NISHA;362
VR;15375;NIC 4;114
VR;15377;;98
VR;15377;EMBRELIA;3
VR;15378;TRAXOS PRONTO 60;151
VR;15379;;160,5
VR;15379;AXIAL PRONTO 60;167,25
VR;15384;;1.319,00
VR;15384;LUNA EXPERIENCE;1.534,00
VR;15386;;32
VR;15388;MEXIL ORO R WG;2
VR;15389;;4.940,00
VR;15389;FLARE GOLD R WG;1.030,00
VR;15398;KAMIKAZE;82
VR;15401;;75
VR;15401;TAIFUN MK CL;13.141,00
VR;15401;TAIFUN MK CL PFnPE;260
VR;15402;;104
VR;15402;DELTASAP;1.393,00
VR;15405;;12.291,50
VR;15405;SHAMAL MK PLUS CL;570,5
VR;15409;DECISION;1.184,00
VR;15411;DISHA;138
VR;15416;;5
VR;15416;DIZOLE;54
VR;15417;DITTO;9
VR;15419;ELECTIS R FLOW;90
VR;15422;;15,84
VR;15422;TITUS DUO;77,32
VR;15433;ATLAS;362
VR;15434;;109,04
VR;15434;RAK 2 MAX;123,28
VR;15436;MYCOTAL;697,5
VR;15438;SANMITE 10 SC;6
VR;15448;;2.028,00
VR;15448;REBEL TOP;947
VR;15449;;3.091,00
VR;15449;CIDELY;927
VR;15451;;11
VR;15451;ELIOS WG TOP;439
VR;15455;TELDOR PLUS ORTO PFnPE;0,1
VR;15468;ACASTA;1
VR;15483;;200
VR;15483;WISH;1.027,00
VR;15487;INSTANT;335
VR;15491;;4,5
VR;15491;SWORD UP;2.091,00
VR;15499;;56,5
VR;15499;SONG 70 WDG;55,75
VR;15507;;113
VR;15507;CREW SUPERB;2.050,00
VR;15513;;1.695,00
VR;15513;OSSICLOR 35 WG GREEN;8.802,00
VR;15513;OSSICLOR 35 WG GREEN PFnPE;2
VR;15514;;11,5
VR;15514;CUPRAVIT BLU 35 WG;15
VR;15514;CUPRAVIT BLU 35 WG PFnPE;11,4
VR;15515;;730
VR;15515;POLTIGLIA 20 PB GREEN PFnPE;20
VR;15534;PREVINT DUO;100
VR;15536;;217
VR;15536;ANTAL;1.550,00
VR;15537;;59
VR;15537;DELTAGRI;741
VR;15543;LUMACHICIDA FER PFnPE;21
VR;15546;;52,6
VR;15546;BIATHLON 4D;99,6
VR;15549;;1.340,00
VR;15549;PROLECTUS 50 WG;209
VR;15550;;66
VR;15550;MERLIN FLEXX XTRA;366
VR;15553;;751,5
VR;15553;REGALIS PLUS;1.275,00
VR;15554;PROMANAL NEU;10
VR;15556;;5
VR;15556;TERVIGO;80
VR;15564;;60
VR;15564;BONALAN 600 WG;20
VR;15566;;1.098,00
VR;15566;VISION PLUS;258
VR;15567;BELPROIL-A;1.435,00
VR;15573;;1
VR;15573;PROMESS SL;21
VR;15574;;620
VR;15574;KARMA 85;890
VR;15577;ROUNDUP GEL;0,1
VR;15581;;7
VR;15583;;483
VR;15583;PIRAT;152
VR;15597;CHECKMATE PUFFER CM;15,44
VR;15598;;1.183,00
VR;15598;CARPOVIRUSINE EVO 2;2.439,00
VR;15610;;2
VR;15610;CYPERKILL 50 EC;154
VR;15612;;13,5
VR;15612;SEMPRA;24,15
VR;15618;FULLDINA 400 SC;1
VR;15621;;4,8
VR;15621;BOTTO 50 EC;1,3
VR;15621;BOTTO 50 EC PFnPE;13,35
VR;15627;PAPYRUS 400 SC;32
VR;15630;;481,5
VR;15630;CARSON 45% WG;545
VR;15633;;5
VR;15633;REVUS TOP;107
VR;15635;;1.832,50
VR;15635;ADENGO XTRA;3.149,00
VR;15640;;109
VR;15653;MULTI;430
VR;15654;ACCORD;1.423,00
VR;15655;;1
VR;15655;KEETON 25 WG;178
VR;15663;CUPRAVIT 35 WG;150
VR;15663;CUPRAVIT 35 WG PFnPE;280
VR;15664;KORING 25 WG;324
VR;15665;;166
VR;15665;KEMPO SORBIE;201,9
VR;15668;;17
VR;15668;GHIBLI 240 OD;1,75
VR;15674;;42,3
VR;15674;AMADEUS TOP;39,45
VR;15677;KARDON 100;10
VR;15678;;1
VR;15689;;1.034,00
VR;15689;DIFENZONE;473
VR;15710;;549
VR;15710;CLINCHER ONE;926
VR;15712;SATELITE;12.120,00
VR;15713;;1,4
VR;15713;DIABLO SC;33,4
VR;15715;VIDERYO F;210
VR;15718;;0,25
VR;15718;GRANSTAR TRIO;0,15
VR;15722;;135
VR;15722;ARMICARB 85;785
VR;15725;DUAXO;4,8
VR;15725;DUAXO PFnPE;57,2
VR;15735;;119,25
VR;15736;KOPRON 35 WG;745
VR;15741;;180
VR;15741;AVADEX FACTOR;510
VR;15743;TWINGO;945
VR;15744;;27,5
VR;15744;REBOOT;287
VR;15748;;1.674,00
VR;15748;SYLLIT 544 SC;322
VR;15751;;42,5
VR;15751;VITENE TRIPLO R;115
VR;15751;VITENE TRIPLO R PFnPE;200
VR;15752;;347
VR;15752;CIDELY TOP;393
VR;15754;;5
VR;15769;;1.464,00
VR;15780;;300
VR;15780;OSSICLOR 50 PB GREEN;40
VR;15790;;330
VR;15790;AMISTAR TOP;555
VR;15806;ONYX;230
VR;15817;GLADIATOR;2
VR;15831;;31
VR;15834;;19
VR;15834;TRACER 120;28
VR;15838;;850
VR;15839;;36
VR;15839;MAXCEL 2 SL;6
VR;15844;SLOGAN TOP;5
VR;15847;;12
VR;15847;MAKURI;16,25
VR;15856;AZAKA;4
VR;15862;SUBITEX;20
VR;15868;CENTURION PRO;20
VR;15869;;790
VR;15870;CLIOPHAR 600 SL;5
VR;15886;METAREX INOV;2.591,00
VR;15888;AZOX 25 SC;192
VR;15890;;20,4
